PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2011_FLORIDA,FLORIDA,2011,2636404,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138,2217069,54938,203302,195625,200378,174371,1617862,792054,2464854,111,544,784,869,684,6048,3185,9344,909,4874,5128,4986,4796,41271,20704,62884,16797,61621,57139,56730,44658,472358,212078,701233,16682,46504,44273,44848,39324,368744,180535,565961,18895,82608,81696,87004,80550,675617,354781,1049293,67,363,164,193,181,1804,774,2645,1477,6788,6441,5748,4178,52020,19997,73494,63,269,418,426,329,3168,1614,4845,48,275,366,443,355,2880,1571,4499,516,2511,2511,2495,2431,20650,10445,31611,393,2363,2617,2491,2365,20621,10259,31273,9697,31893,29269,29026,22171,242775,107629,360101,7100,29728,27870,27704,22487,229583,104449,341132,9174,24007,22489,22994,19155,189288,90738,289200,7508,22497,21784,21854,20169,179456,89797,276761,11296,42636,42260,45037,40726,349425,181513,542234,7599,39972,39436,41967,39824,326192,173268,507059,36,197,80,89,97,913,406,1355,31,166,84,104,84,891,368,1290,869,3528,3229,2787,2005,26154,9743,36766,608,3260,3212,2961,2173,25866,10254,36728,239.826451,277.8370352,224.5285854,274.6813995
2011_GEORGIA,GEORGIA,2011,1666039,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605,1368395,45353,133372,128827,126785,98625,1032525,473766,1551644,88,295,276,302,250,2211,1138,3437,852,4259,4426,4256,3708,35426,16628,52906,6039,20639,17433,13562,7983,132806,45833,184678,17299,47225,46531,48070,36987,377227,181850,576376,19652,56482,55852,57039,47208,451573,215551,686776,52,189,135,146,91,1051,511,1614,1371,4283,4174,3410,2398,32231,12255,45857,46,163,138,144,116,1134,549,1729,42,132,138,158,134,1077,589,1708,462,2165,2229,2197,1908,17927,8628,27017,390,2094,2197,2059,1800,17499,8000,25889,3258,10654,8903,7043,3926,67940,23435,94633,2781,9985,8530,6519,4057,64866,22398,90045,9256,24475,23722,24368,17569,192068,90738,292062,8043,22750,22809,23702,19418,185159,91112,284314,10894,29412,28936,29252,23448,233289,110109,354292,8758,27070,26916,27787,23760,218284,105442,332484,26,104,69,67,48,523,259,808,26,85,66,79,43,528,252,806,733,2201,2047,1698,1083,16200,5915,22848,638,2082,2127,1712,1315,16031,6340,23009,238.3665421,278.4836192,220.8107201,265.8394755
2011_HAWAII,HAWAII,2011,179601,2499513,347363,2088870,63280,2259104,1253534,786284,133810,85476,1492,16827,14353,12783,11084,112565,51598,165655,5,48,78,75,58,651,266,922,278,3905,4786,4745,4748,37852,20421,58551,213,2793,851,622,443,6392,2354,8959,51,346,373,300,243,2838,1147,4036,273,2378,2084,1633,1552,16173,7221,23667,481,4640,5128,4422,3214,40406,16344,57231,191,2717,1053,986,826,8253,3845,12289,2,23,37,40,32,352,144,498,3,25,41,35,26,299,122,424,207,2065,2520,2466,2377,19624,10544,30375,71,1840,2266,2279,2371,18228,9877,28176,145,1426,447,312,197,3270,1164,4579,68,1367,404,310,246,3122,1190,4380,33,177,182,140,113,1446,587,2066,18,169,191,160,130,1392,560,1970,191,1295,1119,862,817,8416,3750,12357,82,1083,965,771,735,7757,3471,11310,337,2515,2647,2301,1616,21043,8408,29788,144,2125,2481,2121,1598,19363,7936,27443,140,1431,561,517,392,4328,1994,6462,51,1286,492,469,434,3925,1851,5827,238.8219278,277.8362111,213.6145712,242.0563682
2011_IDAHO,IDAHO,2011,265713,2089982,292602,1320153,477227,1960818,1104553,613667,98963,83524,1338,21901,21835,21172,19423,174825,81809,257972,24,289,297,273,296,2309,1145,3478,15,216,289,249,286,2232,1232,3479,231,3932,3632,3386,2713,29172,12151,41554,12,162,209,251,199,1752,919,2683,1024,16766,16961,16601,15553,135696,64914,201634,3,66,77,78,84,579,315,897,29,470,370,334,292,3085,1133,4247,17,153,156,148,146,1180,587,1784,7,136,141,125,150,1129,558,1694,10,116,116,130,140,1022,608,1640,5,100,173,119,146,1210,624,1839,149,2008,1873,1771,1380,14990,6270,21409,82,1924,1759,1615,1333,14182,5881,20145,9,84,98,147,118,901,485,1395,3,78,111,104,81,851,434,1288,684,8658,8687,8565,8001,69876,33260,103820,340,8108,8274,8036,7552,65820,31654,97814,0,34,40,32,51,295,174,469,3,32,37,46,33,284,141,428,18,232,192,168,155,1565,570,2153,11,238,178,166,137,1520,563,2094,240.3288325,286.6750633,220.8297706,272.34996
2011_ILLINOIS,ILLINOIS,2011,2072114,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651,1884866,80723,145489,151870,153828,145047,1226944,629941,1937608,287,464,437,481,410,3600,1909,5796,2703,5937,6630,6182,6237,53112,25794,81609,23259,38409,37743,35026,27212,300681,131349,455289,16144,24495,26543,28230,24758,218070,117210,351424,35430,70650,75719,79785,83349,613758,338876,988064,118,170,126,185,113,1161,560,1839,2782,5364,4672,3939,2968,36562,14243,53587,166,245,227,262,195,1830,977,2973,121,219,210,219,215,1770,932,2823,1515,3044,3384,3116,3294,26706,13219,41440,1188,2893,3246,3066,2943,26406,12575,40169,12302,19519,19220,17917,13434,153841,66910,233053,10957,18890,18523,17109,13778,146840,64439,222236,8333,12402,13525,14342,11828,110958,58718,178009,7811,12093,13018,13888,12930,107112,58492,173415,20160,36630,39031,40938,42885,317243,174240,511643,15270,34020,36688,38847,40464,296515,164636,476421,66,86,64,96,51,576,265,907,52,84,62,89,62,585,295,932,1483,2712,2422,2016,1464,18725,7129,27337,1299,2652,2250,1923,1504,17837,7114,26250,238.8368789,283.2281347,219.3574983,262.1213748
2011_INDIANA,INDIANA,2011,1023220,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684,843671,9540,78166,78627,79586,74071,636899,316160,962599,33,215,197,238,228,1752,1032,2817,142,1359,1428,1267,1262,11207,5160,16509,1521,8657,7629,6287,4899,60255,22797,84573,2025,9609,9802,9542,8290,77919,37427,117371,5282,54416,55754,58993,57057,455994,238489,699765,15,73,43,37,33,314,167,496,522,3837,3774,3222,2302,29458,11088,41068,16,113,104,119,124,852,544,1412,17,102,93,119,104,900,488,1405,78,647,634,627,633,5324,2525,7927,64,712,794,640,629,5883,2635,8582,822,4465,3798,3150,2492,30572,11607,43001,699,4192,3831,3137,2407,29683,11190,41572,1141,4919,5110,4773,4055,39889,18762,59792,884,4690,4692,4769,4235,38030,18665,57579,3178,28316,28752,30215,28942,234923,121503,359604,2104,26100,27002,28778,28115,221071,116986,340161,11,36,19,20,21,165,83,259,4,37,24,17,12,149,84,237,256,2016,1913,1596,1128,14996,5603,20855,266,1821,1861,1626,1174,14462,5485,20213,243.836876,285.0029161,220.7313427,262.3586434
2011_IOWA,IOWA,2011,493493,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237,861361,26930,40187,34951,35498,37069,283035,145718,455683,93,141,157,163,145,1285,717,2095,435,750,767,716,712,6111,2949,9495,2640,4223,3344,2935,2447,26384,10944,39968,1247,2069,1832,1792,1666,14943,7044,23234,21640,31555,27796,28999,31375,226013,120893,368546,34,80,54,44,40,449,196,679,841,1369,1001,849,684,7850,2975,11666,50,74,74,92,78,658,346,1054,43,67,83,71,67,627,371,1041,224,378,377,385,361,3070,1434,4728,211,372,390,331,351,3041,1515,4767,1386,2167,1666,1460,1240,13422,5572,20380,1254,2056,1678,1475,1207,12962,5372,19588,674,1081,928,905,850,7600,3743,12017,573,988,904,887,816,7343,3301,11217,11383,16749,14394,14900,16127,116296,62330,190009,10257,14806,13402,14099,15248,109717,58563,178537,21,39,34,19,20,250,102,373,13,41,20,25,20,199,94,306,442,745,507,447,329,3946,1483,5871,399,624,494,402,355,3904,1492,5795,242.6048729,284.9208361,220.707447,257.1880104
2011_KANSAS,KANSAS,2011,482692,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493,851777,18110,37557,35608,35291,32478,287355,137455,442920,170,347,363,461,372,3179,1656,5005,437,932,972,869,817,7394,3460,11291,4159,7296,6302,5745,4092,50888,19765,74812,1123,2759,2658,2616,2350,20946,10121,32190,11412,24405,23546,24066,23653,191452,96974,299838,23,67,58,62,34,466,197,686,786,1751,1709,1472,1160,13030,5282,19098,100,180,182,251,190,1641,879,2620,70,167,181,210,182,1538,777,2385,258,486,475,423,431,3684,1755,5697,179,446,497,446,386,3710,1705,5594,2220,3757,3229,2996,2045,26149,10077,38446,1939,3539,3073,2749,2047,24739,9688,36366,597,1466,1371,1354,1192,10832,5225,16654,526,1293,1287,1262,1158,10114,4896,15536,6482,12574,12119,12395,12223,98871,49999,155352,4930,11831,11427,11671,11430,92581,46975,144486,11,42,23,31,15,239,86,336,12,25,35,31,19,227,111,350,453,862,863,717,568,6561,2579,9593,333,889,846,755,592,6469,2703,9505,246.2553348,289.6192827,223.5650912,268.0146716
2011_KENTUCKY,KENTUCKY,2011,672958,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989,733357,28107,52325,49894,50043,43928,407678,193392,629177,33,75,75,81,50,574,277,884,281,754,731,590,550,5841,2466,8588,2234,3388,2383,1701,1069,18117,5707,26058,3988,5231,5422,5352,4766,42750,21314,68052,20398,41028,40082,41371,37045,330684,160925,512007,37,43,34,41,29,325,126,488,1136,1806,1167,907,419,9387,2577,13100,16,34,43,41,28,285,127,428,17,41,32,40,22,289,150,456,143,372,346,277,282,2820,1277,4240,138,382,385,313,268,3021,1189,4348,1174,1720,1230,898,504,9443,2912,13529,1060,1668,1153,803,565,8674,2795,12529,2094,2699,2804,2712,2400,21863,10999,34956,1894,2532,2618,2640,2366,20887,10315,33096,11036,21381,20616,21135,18789,170084,82932,264052,9362,19647,19466,20236,18256,160600,77993,247955,23,15,16,22,7,158,60,241,14,28,18,19,22,167,66,247,592,901,560,442,203,4661,1255,6508,544,905,607,465,216,4726,1322,6592,240.8307002,281.6088097,225.1350629,265.6437294
2011_LOUISIANA,LOUISIANA,2011,665109,8022917,1497262,3269321,3256334,8218870,4162557,2582814,406798,809639,29422,56037,58304,52289,39088,433343,184588,647353,246,395,457,420,280,3412,1426,5084,417,720,761,704,757,5950,3213,9580,1737,2851,2221,1671,1249,17414,6274,25425,14034,25320,28122,23948,16542,197197,80396,291627,12216,25468,26063,25163,20003,204156,91896,308268,21,55,29,20,9,272,79,372,751,1228,651,363,248,4942,1304,6997,114,205,242,214,126,1789,684,2587,132,190,215,206,154,1623,742,2497,200,377,382,361,385,3014,1639,4853,217,343,379,343,372,2936,1574,4727,852,1483,1091,861,599,8957,3161,12970,885,1368,1130,810,650,8457,3113,12455,6927,13066,14772,12108,7549,101637,39358,147922,7107,12254,13350,11840,8993,95560,41038,143705,6155,13411,13575,12964,9858,106043,46538,158736,6061,12057,12488,12199,10145,98113,45358,149532,12,32,15,8,4,142,36,190,9,23,14,12,5,130,43,182,354,640,317,178,117,2497,593,3444,397,588,334,185,131,2445,711,3553,230.7788693,272.8433339,210.4107263,264.7298445
2011_MAINE,MAINE,2011,186835,2654366,289290,1043281,1321795,2728535,1431522,874220,145034,164850,5048,13644,13533,14584,14887,111354,58923,175325,57,112,116,109,105,954,461,1472,28,213,201,239,226,1780,911,2719,96,314,234,214,204,1844,826,2766,167,414,426,396,371,3407,1597,5171,4600,12279,12373,13470,13899,101873,54695,161168,4,14,13,11,10,115,52,171,96,298,170,145,72,1381,381,1858,33,74,58,63,49,503,221,757,24,38,58,46,56,451,240,715,13,95,89,105,102,799,407,1219,15,118,112,134,124,981,504,1500,48,162,115,114,108,924,457,1429,48,152,119,100,96,920,369,1337,99,203,218,224,206,1791,839,2729,68,211,208,172,165,1616,758,2442,2368,6490,6367,6835,7308,52682,28323,83373,2232,5789,6006,6635,6591,49191,26372,77795,1,5,7,5,4,47,21,69,3,9,6,6,6,68,31,102,50,151,89,69,44,694,205,949,46,147,81,76,28,687,176,909,244.2570165,288.7322976,222.0373322,264.5545275
2011_MARYLAND,MARYLAND,2011,851971,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356,989839,28850,64727,63118,61917,60289,500639,259870,789359,367,251,169,198,198,1481,890,2738,1109,3786,3888,3529,3561,30121,15036,46266,5717,10032,7989,6502,4999,61621,26224,93562,12495,21147,21523,22351,21609,173412,94977,280884,8004,26479,26802,27161,28369,213096,115276,336376,90,131,67,83,63,662,301,1053,1068,2901,2680,2093,1490,20246,7166,28480,184,138,85,103,92,741,470,1395,183,113,84,95,106,740,420,1343,590,2009,1935,1751,1860,15181,7693,23464,519,1777,1953,1778,1701,14940,7343,22802,3044,5210,4132,3321,2490,31378,13536,47958,2673,4822,3857,3181,2509,30243,12688,45604,6575,10780,10967,11280,10527,89040,47980,143595,5920,10367,10556,11071,11082,84372,46997,137289,4389,13801,13911,14089,14650,109698,59025,173112,3615,12678,12891,13072,13719,103398,56251,163264,45,70,39,47,28,341,146,532,45,61,28,36,35,321,155,521,603,1479,1308,1012,705,10144,3469,14216,465,1422,1372,1081,785,10102,3697,14264,247.1065558,287.9978023,230.7828412,267.3363958
2011_MASSACHUSETTS,MASSACHUSETTS,2011,924903,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972,817228,28116,67956,70404,72758,67460,569243,287055,884414,56,174,160,175,160,1346,728,2130,1808,4120,4226,3775,3607,33019,15358,50185,5167,13387,11534,10844,8459,93410,41157,139734,2204,5350,5626,6064,5699,45993,25307,73504,18013,42604,46830,50315,48369,379333,198601,595947,37,55,76,62,68,606,349,992,831,2266,1952,1523,1098,15536,5555,21922,30,84,77,95,79,666,381,1077,26,90,83,80,81,680,347,1053,1003,2126,2059,1906,1785,16408,7625,25036,805,1994,2167,1869,1822,16611,7733,25149,2916,6833,5824,5558,4165,47941,21048,71905,2251,6554,5710,5286,4294,45469,20109,67829,1265,2763,2831,3084,2815,23658,12987,37910,939,2587,2795,2980,2884,22335,12320,35594,10200,22026,24124,25692,24537,194734,100864,305798,7813,20578,22706,24623,23832,184599,97737,290149,22,24,40,29,30,308,193,523,15,31,36,33,38,298,156,469,481,1149,961,757,507,7707,2710,10898,350,1117,991,766,591,7829,2845,11024,253.3964558,298.5124311,236.7738666,268.8339636
2011_MICHIGAN,MICHIGAN,2011,1455966,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583,1273466,37020,107852,112465,118628,120498,920586,500042,1457648,191,781,814,1023,1009,6997,4150,11338,625,2766,3428,3193,2981,26760,12566,39951,3400,7739,7643,6849,5156,60970,25002,89372,9142,18618,20745,22092,21350,172205,94602,275949,22425,74457,77021,82974,88257,630627,355246,1008298,51,91,76,91,98,768,426,1245,1186,3400,2738,2406,1647,22259,8050,31495,121,433,411,510,549,3546,2156,5823,70,348,403,513,460,3451,1994,5515,361,1381,1727,1603,1491,13281,6423,20065,264,1385,1701,1590,1490,13479,6143,19886,1891,4006,3887,3476,2586,31153,12842,45886,1509,3733,3756,3373,2570,29817,12160,43486,4790,9586,10521,11291,10546,87835,47959,140584,4352,9032,10224,10801,10804,84370,46643,135365,13005,39485,39638,42955,45164,325019,182300,520324,9420,34972,37383,40019,43093,305608,172946,487974,29,54,35,40,51,397,206,632,22,37,41,51,47,371,220,613,669,1791,1417,1188,792,11230,3928,15827,517,1609,1321,1218,855,11029,4122,15668,236.4022137,280.176518,218.8608104,254.6883478
2011_MINNESOTA,MINNESOTA,2011,798891,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204,1016875,14568,64133,60917,61574,71583,496843,264194,775605,311,1060,1175,1170,1180,9074,4631,14016,518,3856,4072,3664,4547,31549,16263,48330,1390,5740,5018,4091,3989,39305,15648,56343,1328,6031,5955,5393,6735,46632,23283,71243,10435,44448,43446,46240,54145,357638,200498,568571,18,60,50,34,82,366,206,590,568,2938,1201,982,905,12279,3665,16512,202,553,601,597,601,4663,2365,7230,109,507,574,573,579,4411,2266,6786,329,1991,2113,1856,2382,15825,8272,24426,189,1865,1959,1808,2165,15724,7991,23904,920,2928,2533,2021,2093,20028,8248,29196,470,2812,2485,2070,1896,19277,7400,27147,878,3162,3086,2712,3558,23868,12066,36812,450,2869,2869,2681,3177,22764,11217,34431,6703,22900,22350,23718,27984,183431,102990,293124,3732,21548,21096,22522,26161,174207,97508,275447,11,34,27,20,36,184,83,278,7,26,23,14,46,182,123,312,375,1468,609,489,442,6169,1782,8326,193,1470,592,493,463,6110,1883,8186,249.1866861,294.9464228,222.3086724,269.872413
2011_MISSISSIPPI,MISSISSIPPI,2011,490526,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243,368906,3842,41048,37715,36071,29115,303072,134158,441072,4,81,88,81,35,610,243,857,27,360,381,323,273,2918,1315,4260,91,1507,1011,771,497,8229,2624,10944,2615,20159,18482,17697,15062,147654,68376,218645,1049,18359,17545,17069,13191,141492,61244,203785,1,40,6,6,3,92,28,121,55,542,202,124,54,2077,328,2460,2,41,34,37,13,279,122,403,2,40,54,44,22,331,121,454,9,167,172,176,150,1444,702,2155,18,193,209,147,123,1474,613,2105,42,783,529,406,248,4333,1336,5711,49,724,482,365,249,3896,1288,5233,1316,10374,9239,8934,6996,74929,33439,109684,1299,9785,9243,8763,8066,72725,34937,108961,575,9533,9047,8737,6529,73052,30865,104492,474,8826,8498,8332,6662,68440,30379,99293,1,16,3,3,2,50,13,64,0,24,3,3,1,42,15,57,23,277,102,58,26,1041,159,1223,32,265,100,66,28,1036,169,1237,229.8680222,269.2356456,209.1880201,271.2228966
2011_MISSOURI,MISSOURI,2011,896702,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640,849819,29931,69864,67274,68413,64475,545581,271208,846720,124,287,298,310,367,2409,1362,3895,543,1291,1356,1169,1151,10483,4950,15976,1782,4215,3614,3073,2246,28248,10336,40366,5031,11587,11325,11642,10550,91725,45368,142124,21823,50326,49417,51137,49459,402400,205700,629923,46,156,113,104,88,911,357,1314,582,2002,1151,978,614,9405,3135,13122,63,145,150,161,189,1221,683,1967,61,142,148,149,178,1188,679,1928,291,645,658,563,555,5090,2479,7860,252,646,698,606,596,5393,2471,8116,1027,2169,1865,1595,1162,14433,5357,20817,755,2046,1749,1478,1084,13815,4979,19549,2657,5995,5794,5965,5173,46889,22843,72389,2374,5592,5531,5677,5377,44836,22525,69735,12342,26166,25569,26470,25258,207950,105731,326023,9481,24160,23848,24667,24201,194450,99969,303900,24,79,63,54,53,480,192,696,22,77,50,50,35,431,165,618,326,1069,583,485,304,4659,1563,6548,256,933,568,493,310,4746,1572,6574,240.494831,281.9476462,220.346171,275.3685176
2011_MONTANA,MONTANA,2011,141529,1631810,264517,713642,653651,1655584,902615,540180,72488,103728,1475,11697,10739,10773,10208,86553,42624,130652,234,1579,1364,1134,833,10522,4195,14951,8,89,84,78,109,691,424,1123,58,499,388,393,308,3283,1408,4749,10,118,108,100,88,935,373,1318,1114,9093,8561,8882,8728,69386,35591,106091,8,36,32,23,27,213,112,333,43,283,202,163,115,1523,521,2087,152,824,657,595,417,5341,2147,7640,82,755,707,539,416,5181,2048,7311,2,40,33,38,39,316,178,496,6,49,51,40,70,375,246,627,37,275,188,178,176,1622,760,2419,21,224,200,215,132,1661,648,2330,6,51,59,54,49,498,197,701,4,67,49,46,39,437,176,617,752,4787,4490,4558,4512,35778,18392,54922,362,4306,4071,4324,4216,33608,17199,51169,6,21,12,14,9,108,58,172,2,15,20,9,18,105,54,161,31,132,93,84,56,766,278,1075,12,151,109,79,59,757,243,1012,243.7966065,292.9078043,225.1442162,265.1940412
2011_NEBRASKA,NEBRASKA,2011,297659,3879388,571969,1153077,2154342,3676326,2101943,951912,171112,349683,12907,23795,22279,21115,22332,176802,87792,277501,288,348,320,282,315,2573,1172,4033,229,508,450,393,503,3672,1867,5768,2713,4288,3943,3232,2836,29832,12572,45117,1116,1688,1410,1357,1364,11713,5745,18574,8154,16119,15424,15245,16703,123263,63870,195287,18,31,27,31,33,204,102,324,389,813,705,575,578,5545,2464,8398,156,189,170,150,172,1355,610,2121,132,159,150,132,143,1218,562,1912,123,244,220,188,268,1853,933,2909,106,264,230,205,235,1819,934,2859,1464,2210,2014,1713,1439,15272,6535,23271,1249,2078,1929,1519,1397,14560,6037,21846,597,866,712,729,737,6104,3085,9786,519,822,698,628,627,5609,2660,8788,4676,8384,7837,7878,8649,63524,32829,101029,3478,7735,7587,7367,8054,59739,31041,94258,12,11,10,15,20,107,59,178,6,20,17,16,13,97,43,146,209,409,338,283,274,2765,1153,4127,180,404,367,292,304,2780,1311,4271,239.8032687,283.1970448,223.311726,270.1489602
2011_NEVADA,NEVADA,2011,429610,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940,323746,4408,33502,33608,33745,30322,270807,130252,405467,37,384,368,413,360,3023,1582,4642,125,1438,1929,1996,1849,15101,8091,23317,1630,14341,13936,13324,10727,110569,47388,159587,413,2944,3157,3281,3181,25873,13020,39306,1936,11900,12052,12586,12328,98601,51868,152405,19,433,424,436,403,3357,1685,5061,248,2062,1742,1709,1474,14283,6618,21149,31,189,177,210,180,1514,818,2363,6,195,191,203,180,1509,764,2279,81,714,1012,994,985,7796,4227,12104,44,724,917,1002,864,7305,3864,11213,1150,7267,7097,6867,5484,56496,24027,81673,480,7074,6839,6457,5243,54073,23361,77914,277,1517,1593,1759,1697,13360,6755,20392,136,1427,1564,1522,1484,12513,6265,18914,1314,6193,6297,6402,6398,51137,26410,78861,622,5707,5755,6184,5930,47464,25458,73544,14,222,201,228,199,1720,867,2601,5,211,223,208,204,1637,818,2460,181,1041,879,891,705,7353,3246,10780,67,1021,863,818,769,6930,3372,10369,237.0318789,278.1131537,212.5751917,253.8334404
2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2011,189275,2947007,184768,1061011,1701228,3001244,1654129,855476,77384,206241,3228,11915,14190,15164,14911,114489,62268,179985,11,45,40,55,43,360,196,567,127,374,425,366,358,3406,1536,5069,176,568,568,586,417,4702,1983,6861,99,229,285,327,246,2200,1168,3467,2710,10358,12541,13560,13684,101361,56582,160653,4,5,12,13,6,75,31,110,101,336,319,257,157,2385,772,3258,4,22,23,28,22,189,104,297,7,23,17,27,21,171,92,270,66,173,205,179,186,1712,792,2570,61,201,220,187,172,1694,744,2499,115,287,290,319,210,2490,1019,3624,61,281,278,267,207,2212,964,3237,56,112,148,168,125,1115,639,1810,43,117,137,159,121,1085,529,1657,1603,5376,6509,7017,6928,52494,29218,83315,1107,4982,6032,6543,6756,48867,27364,77338,4,2,9,8,5,42,17,63,0,3,3,5,1,33,14,47,52,169,142,115,80,1166,381,1599,49,167,177,142,77,1219,391,1659,251.7788368,292.1087397,230.3926764,266.7620513
