PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
1996_INDIANA,INDIANA,1996,975455,6422662,306715,3298257,2817690,6644035,3293900,1847383,302283,616866,5263,74803,72246,76566,62923,606232,291394,902889,9,118,118,134,150,996,599,1604,34,507,625,593,573,4939,2307,7280,156,2140,1744,1769,1359,14873,6720,21749,1370,8287,8293,8075,5373,68161,30525,100056,3694,63751,61466,65995,55468,517263,251243,772200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3944436,275.5290368,,263.5421958
1996_IOWA,IOWA,1996,502343,3258040,147878,1486426,1623736,3284185,1679091,931857,134624,242065,5042,37101,34918,38801,35650,292987,154912,452941,35,199,167,150,102,1403,527,1965,67,571,577,665,577,4905,2312,7284,209,1205,867,755,616,7221,2796,10226,280,1576,1211,1052,803,9932,4300,14512,4451,33550,32096,36179,33552,269526,144977,418954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1261984,283.9863686,223.0452103,271.5667703
1996_KANSAS,KANSAS,1996,463008,2914544,140242,1658774,1115528,3007653,1468081,906796,169091,318829,3723,32890,35077,37164,29244,288376,137118,429217,74,369,360,391,322,3153,1556,4783,97,646,689,731,667,5397,2723,8217,580,2965,2385,2184,1326,19329,7294,27203,464,3164,3093,2965,1858,25401,10454,36319,2508,25746,28550,30893,25071,235096,115091,352695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.18488,255.8823272
1996_KENTUCKY,KENTUCKY,1996,639531,3622788,305059,2272684,1045045,3826435,1970377,1139539,228647,413638,19428,46450,47018,49641,38460,392488,186662,598578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.988195,266.591684,217.5308801,236.3791018
1996_LOUISIANA,LOUISIANA,1996,796087,3879633,468363,1978056,1433214,3815375,2078321,1117936,299287,236616,20066,61170,59082,57344,41759,480482,212587,713135,104,367,378,329,205,2930,1108,4142,203,703,763,781,758,6093,3208,9504,205,780,675,631,513,5667,2623,8495,12246,29717,27617,25080,16994,222737,91835,326818,7308,29603,29649,30523,23289,243055,113813,364176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.02067,252.3803947,204.2266303,269.1646662
1996_MAINE,MAINE,1996,213601,1485138,78626,647382,759130,1465093,857253,398040,63537,62645,828,15864,16621,17124,12851,136702,57272,194802,39,80,113,95,63,810,345,1194,5,154,130,148,153,1199,558,1762,1,79,76,72,61,624,235,860,8,161,141,104,70,1248,390,1646,775,15379,16149,16689,12545,132716,55899,189390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.2070445,284.0598574,225.4044552,253.3348267
1996_MARYLAND,MARYLAND,1996,805544,5688918,271806,2163187,3253925,5825606,3197895,1856055,251330,449601,19639,61856,63693,59236,44232,508355,215495,743489,90,287,198,159,100,1558,575,2223,543,2170,2465,2316,2236,19205,9708,29456,1146,2725,2122,1844,1365,16994,6942,25082,9614,22163,22266,20554,14037,179151,74358,263123,8246,34511,36642,34363,26494,291447,123912,423605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.6949607,269.6814314,214.9298869,257.0731541
1996_MASSACHUSETTS,MASSACHUSETTS,1996,912330,7129757,302167,3028094,3799496,7479576,4171772,1953199,221882,360126,15695,76519,73659,67029,52569,589240,246205,851140,24,150,138,159,105,1240,513,1777,553,3211,2879,2702,2111,23276,9954,33783,1731,8620,6869,6030,3558,56218,21167,79116,817,7185,6083,5216,4124,48612,20437,69866,12570,57353,57690,52922,42671,459894,194134,666598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.9664026,277.565642,225.3098605,249.6897555
1996_MONTANA,MONTANA,1996,165390,944623,90354,452250,402019,924259,538091,289907,37370,48074,500,11757,12479,13183,11018,102040,49814,152354,71,1312,1457,1216,707,11083,3781,14935,1,88,138,87,88,944,318,1263,4,212,219,162,181,1568,680,2252,5,90,70,183,57,687,202,894,419,10055,10595,11535,9985,87758,44833,133010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5162361,283.00387,226.1490568,267.7881954
1996_NEBRASKA,NEBRASKA,1996,289251,1909834,100886,574359,1234589,1940808,1067391,497288,71038,247543,4104,21874,21440,22912,19786,176868,89121,270093,55,379,364,307,161,2847,902,3804,84,246,287,303,267,2342,1130,3556,227,1552,1127,1018,613,9124,3347,12698,559,1464,1325,1291,713,11118,4280,15957,3179,18233,18337,19993,18032,151437,79462,234078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5439927,282.7696069,,262.0617136
1996_NEVADA,NEVADA,1996,265041,1551169,67278,997400,486491,1608989,767237,483238,53033,229949,1868,22875,22597,21041,15316,182346,74389,258603,50,421,448,442,262,3535,1355,4940,46,952,1027,978,876,8118,3954,12118,329,5355,4422,3704,2258,35516,11752,47597,211,2206,2237,1942,1473,17506,6914,24631,1232,13941,14463,13975,10447,117671,50414,169317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6226122,,207.5979301,251.8918605
1996_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1996,191004,1269380,40622,84837,1143921,1295106,725549,340457,42174,97166,1535,8569,16643,15738,11158,133015,54353,188903,4,13,30,45,24,273,148,425,15,90,184,192,144,1464,580,2059,33,173,206,181,118,1684,610,2327,22,102,158,128,94,1291,467,1780,1461,8191,16065,15192,10778,128303,52548,182312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.7156413,272.6471063
1996_NEW_JERSEY,NEW_JERSEY,1996,1193928,12389781,408872,4589725,7391184,12469216,6636622,4099193,469558,753213,9737,92831,91665,82728,67460,738245,304221,1052203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2401672,,,262.1029227
1996_NEW_MEXICO,NEW_MEXICO,1996,329661,1750519,215525,1281567,253427,1642517,798365,519816,81877,218014,3894,24324,25029,26017,17073,201794,93282,298970,340,2471,2263,2603,1583,18871,9309,28520,17,195,217,234,249,1899,1018,2934,1184,12291,11595,11033,6679,92906,38966,133056,81,612,528,480,319,4551,1827,6459,1035,8754,9426,9299,7133,75053,35517,111605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.844025,261.9703667,205.9486053,268.8724579
1996_NORTH_CAROLINA,NORTH_CAROLINA,1996,1181600,6516400,443121,3971818,2101461,6517111,3527936,1780725,402269,687268,8535,102435,94840,91793,61593,775035,323955,1107525,297,1638,1493,1416,791,11718,4756,16771,88,1375,1298,1357,1075,11110,5104,16302,216,3392,2408,1808,746,19036,4896,24148,4090,33400,28894,27748,16965,238416,96950,339456,3844,62630,60747,59464,42016,494755,212249,710848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3251249,267.8345603,216.8374628,267.2182362
1996_NORTH_DAKOTA,NORTH_DAKOTA,1996,119102,655971,69370,267306,319295,657809,338326,169545,52456,52160,619,8464,8736,9943,8686,73088,37952,111659,54,839,784,824,420,6395,2499,8948,4,81,79,64,51,587,210,801,5,118,117,93,58,913,314,1232,16,120,84,73,45,656,264,936,540,7306,7672,8889,8112,64537,34665,99742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9041832,284.222268,,250.5781316
1996_OHIO,OHIO,1996,1837628,12172778,704629,4831397,6636752,11935582,6291682,4046180,532065,843253,21389,140234,137737,140248,117161,1129422,545950,1696761,26,157,160,137,130,1214,617,1857,142,1260,1442,1478,1370,11404,5862,17408,299,2022,1954,2060,1554,16590,7605,24494,4573,23519,21632,20772,13272,178423,74937,257933,16349,113276,112549,115801,100835,921791,456929,1395069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.9036788
1996_OKLAHOMA,OKLAHOMA,1996,616436,3185234,278281,1856294,1050659,3195426,1640558,948125,299920,255103,4600,50387,46526,49065,36113,388916,174549,568065,581,8177,7223,7633,4987,60291,24490,85362,76,532,613,600,560,4288,2419,6783,435,2642,2146,1857,1113,17452,5897,23784,1358,5516,4950,4722,3138,41091,16974,59423,2150,33520,31594,2150,26315,233142,124769,360061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5118215,270.2134195
1996_PENNSYLVANIA,PENNSYLVANIA,1996,1764117,14671368,760182,5629751,8281435,15048791,7960931,4101534,580399,1195395,3005,133608,136710,136746,114183,1111695,527743,1642443,2,117,140,159,96,1144,522,1668,29,2097,2487,2504,2195,19713,10315,30057,372,5691,5191,4567,2528,42184,16173,58729,363,20450,20249,17096,11229,159654,66677,226694,2239,105253,108643,112420,98135,889000,434056,1325295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2120147,,,256.8384013
1996_SOUTH_DAKOTA,SOUTH_DAKOTA,1996,136394,710728,67493,209375,433860,689818,383377,201190,32183,56451,1192,10284,10668,11377,9552,86958,43883,132033,178,1744,1638,1382,699,12610,4712,17500,13,86,88,92,79,700,327,1040,21,106,85,71,57,721,306,1048,17,146,101,85,53,848,364,1229,963,8202,8756,9747,8664,72079,38174,111216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.5324275
1996_TENNESSEE,TENNESSEE,1996,881749,4123018,340239,1967170,1815609,4284181,2363545,1143373,229847,460149,11653,74529,67330,66465,50332,556974,247548,816175,,110,75,79,50,677,305,,,580,608,669,596,5356,2662,,,864,625,526,287,5049,1668,,,18568,15482,14600,10240,131063,54692,,,54407,50540,50591,39159,414829,188221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.176248,263.118935,212.4037827,266.3116623
1996_TEXAS,TEXAS,1996,3740260,22241369,1613462,9834742,10793165,22401797,11427564,6131290,1174475,2667181,133303,285002,294431,290666,195075,2381712,1028958,3543973,341,851,801,704,431,6353,2363,9057,3487,5856,6650,7035,5934,54435,27165,85087,75102,117084,110074,104495,59441,888523,351837,1315462,23590,41046,42504,40224,26027,340032,144350,507972,30783,120165,134402,138208,103242,1092369,503243,1626395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.7129198,270.1995776,216.8620124,263.5917419
1996_VIRGINIA,VIRGINIA,1996,1079854,6674519,361726,2548036,3764757,6903384,3601237,2045400,347988,721139,3917,86542,82571,80842,64497,676643,299673,980233,20,191,132,158,127,1289,595,1904,63,2707,2855,3023,2873,23077,12392,35532,104,3756,2843,2485,1866,22567,9341,32012,2969,24545,21457,20534,14528,180352,72800,256121,761,86542,82571,54642,45103,476645,204545,681951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.643213,269.7544047,218.3527284,265.3637984
1996_WASHINGTON,WASHINGTON,1996,956572,6354593,366716,4288899,1698978,6578388,3222598,1927517,280214,895494,5353,73577,74697,76033,62235,608515,287059,900927,181,2057,2054,1987,1375,16838,7351,24370,281,4618,4804,5148,4542,39824,20388,60493,803,7969,6521,5650,3686,52461,19500,72764,382,4018,3800,3528,2698,30094,12662,43138,3706,54915,57518,59720,49934,469298,227158,700162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0532981,276.1171196,216.8469671,265.8071079
1996_WISCONSIN,WISCONSIN,1996,869930,6342623,270455,2869875,3202293,6521058,3567663,1872074,212389,617334,19790,62455,64670,66488,60542,523077,273937,816804,264,800,947,895,663,7327,3408,10999,968,2192,2044,1774,1220,15130,6058,22156,1333,2559,2335,2205,1343,18945,7969,28247,4805,6948,6646,5620,2809,52801,20006,77612,12420,49956,52698,55994,54507,427616,236496,676532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.4118515,282.8487417,224.3472318,262.3251264
1996_WYOMING,WYOMING,1996,99859,664057,41007,339629,283421,676305,360100,200228,21910,78444,,6782,7283,8270,7129,60539,31722,,,221,231,240,143,1887,677,,,58,58,69,49,519,180,,,506,446,507,344,3812,1827,,,110,108,77,50,807,241,,,5887,6440,7377,6543,53514,28797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1960029,274.778947,219.0107796,254.523637
2000_ALABAMA,ALABAMA,2000,730184,4885917,425978,3003814,1456125,5003267,2551713,1319053,395909,663903,10836,55112,59749,56951,42512,472686,201358,684880,,226,386,461,464,3059,1905,,,434,423,394,396,3278,1671,,,1229,819,624,268,6611,1703,,,19706,22178,20219,14614,174250,71625,,,33352,35886,35192,26756,284967,124292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.941053,262.1582055,206.8800295,258.777258
2000_ALASKA,ALASKA,2000,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546,1210,9677,10646,10377,8335,83555,38914,123679,531,2763,2789,2537,1677,21479,8626,30636,56,500,551,593,520,4572,2209,6837,39,371,367,340,246,2969,1114,4122,61,486,531,434,335,4013,1518,5592,523,5557,6408,6473,5557,50522,25447,76492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.3034426
2000_ARIZONA,ARIZONA,2000,814807,5479168,534619,2481089,2463460,5397194,2488932,1573568,270671,768425,2037,68347,72295,65526,49501,567626,236933,806596,179,3714,4721,4510,3038,37592,16518,54289,16,1466,1416,1286,1281,11185,5325,16526,936,26552,25555,20804,13206,199411,69801,270148,97,3085,3377,2897,2159,26693,10384,37174,809,33530,37226,36029,29817,292745,134905,428459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.7666191,270.7154059,205.3472754,270.519439
2000_ARKANSAS,ARKANSAS,2000,450751,2844855,254735,2126099,464021,2683400,1531232,804253,138220,146666,2001,33941,35724,34873,28918,281091,131511,414603,3,171,183,165,127,1361,653,2017,34,280,263,324,320,2300,1334,3668,68,1805,1381,1134,586,10888,3376,14332,1199,7904,8414,7751,6347,65863,29445,96507,697,23781,25483,25499,21538,200679,96703,298079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0628695,261.3637127,212.8817972,268.0048171
2000_CALIFORNIA,CALIFORNIA,2000,5941946,46628207,4024940,26877920,15725347,45829753,23514388,12429070,2269603,5849441,89919,459771,489043,441877,357789,3804640,1707952,5602511,,3692,3898,3963,3349,31765,15954,,,44218,50917,50471,50521,404544,214524,,,228251,220889,178514,121450,1694371,650322,,,33420,41823,38017,27523,324297,139415,,,144900,169000,168191,153439,1327601,680228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.5651251,262.1710266,205.9165877,264.4940665
2000_COLORADO,COLORADO,2000,707436,5073266,266207,2083318,2723741,5444193,2539372,1674044,191201,782711,15377,51039,57056,55384,43502,450150,207942,673469,185,687,730,606,409,5679,2150,8014,468,1633,1554,1454,1417,12465,6366,19299,5096,13323,13444,11344,6233,104133,37048,146277,983,2954,3398,2980,2027,26444,10586,38013,8645,32442,37930,39000,33416,301429,151792,461866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5642379
2000_CONNECTICUT,CONNECTICUT,2000,530363,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639,369278,10484,41570,44682,42597,32591,354391,155734,520609,29,115,94,101,91,922,493,1444,299,1361,1220,1084,962,9653,4283,14235,2055,6126,6072,5359,2853,48085,17656,67796,1974,5618,6254,5547,3745,49356,20208,71538,6127,28350,31042,30506,24940,246375,113094,365596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.2433747,281.9024856,229.3811428,266.4686176
2000_DELAWARE,DELAWARE,2000,112743,1098555,69540,716375,312640,1040480,571982,313410,42630,79176,706,7691,8848,9075,7104,72404,33875,106985,2,20,19,39,17,193,84,279,11,168,210,199,206,1624,817,2452,42,679,587,482,240,4675,1447,6164,184,2338,2886,2884,1891,23071,9754,33009,467,4486,5148,5474,4751,42865,21783,65115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3035584,267.0010285
2000_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2000,70762,881423,184825,0,696598,858807,318260,429891,23107,87549,4289,5357,5830,3371,2785,41330,13781,59400,3,5,2,0,2,21,8,32,67,98,75,68,66,622,303,992,475,609,529,306,214,3833,1269,5577,3558,4357,4956,2847,2386,34984,11701,50243,186,288,268,150,117,1870,500,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2897745,234.4287981,190.5180731,252.5017054
